architecture,category,task_id,passed,passed_at_1,passed_at,n_attempts,n_reflections,n_turns,involved_classes,n_llm_calls,n_tool_calls,input_tokens,output_tokens,total_tokens,peak_context,latency_s,max_steps_hits,error_type,error_message
reflexion,base,multi_turn_base_91,True,True,1,1,0,2,MessageAPI|VehicleControlAPI,7,5,28058,340,28398,4261,4.4,0,,
reflexion,base,multi_turn_base_92,False,False,,3,2,5,VehicleControlAPI,50,33,180684,2837,183521,4452,35.39,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
reflexion,base,multi_turn_base_94,True,False,3,3,2,3,VehicleControlAPI,48,37,178856,3151,182007,4592,38.31,0,,
reflexion,base,multi_turn_base_97,True,True,1,1,0,6,MessageAPI|VehicleControlAPI,20,14,92040,1109,93149,5502,14.81,0,,
reflexion,base,multi_turn_base_98,True,True,1,1,0,3,VehicleControlAPI|MathAPI,12,9,62801,633,63434,5651,8.14,0,,
reflexion,long_context,multi_turn_long_context_1,True,True,1,1,0,4,GorillaFileSystem,13,9,42961,577,43538,3732,9.49,0,,
reflexion,long_context,multi_turn_long_context_103,True,False,2,2,1,5,MessageAPI|TradingBot,25,14,643790,10147,653937,46774,104.24,0,,
reflexion,long_context,multi_turn_long_context_111,True,True,1,1,0,4,MessageAPI|TradingBot,11,7,53650,1018,54668,6336,13.48,0,,
reflexion,long_context,multi_turn_long_context_115,True,True,1,1,0,4,TradingBot,11,7,224868,1188,226056,36795,16.58,0,,
reflexion,long_context,multi_turn_long_context_117,True,True,1,1,0,6,TradingBot,14,8,464292,6721,471013,84708,76.4,0,,
reflexion,long_context,multi_turn_long_context_119,True,True,1,1,0,4,TradingBot|TicketAPI,9,5,289296,3351,292647,42827,38.69,0,,
reflexion,long_context,multi_turn_long_context_120,True,True,1,1,0,4,TradingBot,10,6,223805,745,224550,36662,11.45,0,,
reflexion,long_context,multi_turn_long_context_122,True,True,1,1,0,5,TradingBot,11,6,43029,1138,44167,5556,14.01,0,,
reflexion,long_context,multi_turn_long_context_127,True,True,1,1,0,4,TradingBot,9,5,186559,1282,187841,40576,16.58,0,,
reflexion,long_context,multi_turn_long_context_139,True,True,1,1,0,2,TwitterAPI|TradingBot,6,4,29851,302,30153,8437,4.81,0,,
reflexion,long_context,multi_turn_long_context_140,False,False,,3,2,4,TradingBot|TicketAPI,32,18,139106,2175,141281,6314,27.13,0,multi_turn:instance_state_mismatch,Model instance for TicketAPI does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_144,False,False,,3,2,3,TradingBot|MathAPI,20,9,381229,41876,423105,48738,385.03,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
reflexion,long_context,multi_turn_long_context_145,True,True,1,1,0,5,MessageAPI|TradingBot,13,8,412173,1337,413510,38292,19.92,0,,
reflexion,long_context,multi_turn_long_context_152,False,False,,3,2,3,TicketAPI|TravelAPI,22,12,138019,2706,140725,8023,32.05,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,long_context,multi_turn_long_context_153,True,True,1,1,0,5,TravelAPI,11,6,53988,1230,55218,7272,15.55,0,,
reflexion,long_context,multi_turn_long_context_154,False,False,,3,2,5,MessageAPI|TravelAPI,34,17,188771,3208,191979,8001,38.78,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 1.
reflexion,long_context,multi_turn_long_context_161,True,True,1,1,0,3,MathAPI|TravelAPI,6,3,31318,478,31796,5534,7.06,0,,
reflexion,long_context,multi_turn_long_context_164,True,False,2,2,1,4,TravelAPI,25,16,115454,2862,118316,7808,33.12,0,,
reflexion,long_context,multi_turn_long_context_165,True,True,1,1,0,5,TicketAPI|TravelAPI,13,8,76271,1089,77360,8092,14.98,0,,
reflexion,long_context,multi_turn_long_context_169,True,True,1,1,0,2,MessageAPI|TravelAPI,7,5,42835,865,43700,7616,10.81,0,,
reflexion,long_context,multi_turn_long_context_17,True,True,1,1,0,3,MessageAPI|GorillaFileSystem,12,9,57534,1308,58842,5945,16.88,0,,
reflexion,long_context,multi_turn_long_context_170,False,False,,3,2,6,TwitterAPI|TravelAPI,39,19,247216,3479,250695,7852,41.33,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_180,False,False,,3,2,6,TicketAPI|TravelAPI,42,22,300563,4942,305505,12088,55.09,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_186,True,True,1,1,0,6,TwitterAPI|TravelAPI,14,8,108941,1536,110477,9359,20.37,0,,
reflexion,long_context,multi_turn_long_context_190,True,True,1,1,0,5,TicketAPI|TravelAPI,12,7,86341,1346,87687,8716,17.5,0,,
reflexion,long_context,multi_turn_long_context_194,True,True,1,1,0,6,TravelAPI,15,9,93346,1763,95109,7864,21.9,0,,
reflexion,long_context,multi_turn_long_context_197,False,False,,3,2,3,MessageAPI|TravelAPI,30,19,139091,3943,143034,5791,43.3,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_2,True,True,1,1,0,5,TicketAPI|GorillaFileSystem,24,19,135737,1696,137433,7687,24.63,0,,
reflexion,long_context,multi_turn_long_context_20,True,False,2,2,1,2,TwitterAPI|GorillaFileSystem,18,13,99089,2238,101327,7817,26.22,0,,
reflexion,long_context,multi_turn_long_context_22,True,True,1,1,0,4,TwitterAPI|GorillaFileSystem,15,11,95238,1446,96684,8171,20.05,0,,
reflexion,long_context,multi_turn_long_context_3,False,False,,3,2,2,GorillaFileSystem,54,47,233575,4078,237653,6476,47.95,1,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_32,False,False,,3,2,2,GorillaFileSystem|MathAPI,22,14,119507,1738,121245,6397,21.89,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_33,True,True,1,1,0,5,MessageAPI|GorillaFileSystem,11,6,62228,583,62811,6609,9.61,0,,
reflexion,long_context,multi_turn_long_context_34,False,False,,3,2,2,GorillaFileSystem|MathAPI,16,8,74802,1604,76406,5676,18.45,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_37,False,False,,3,2,3,GorillaFileSystem,26,15,112276,2363,114639,5916,28.67,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 0.
reflexion,long_context,multi_turn_long_context_4,False,False,,3,2,3,TwitterAPI|GorillaFileSystem,30,19,172175,2200,174375,7134,28.26,0,multi_turn:instance_state_mismatch,Model instance for TwitterAPI does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_49,False,False,,3,2,4,GorillaFileSystem|MathAPI,32,18,210247,3511,213758,8149,39.79,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 3.
reflexion,long_context,multi_turn_long_context_55,True,True,1,1,0,5,TicketAPI|VehicleControlAPI,16,11,117049,1037,118086,9356,15.43,0,,
reflexion,long_context,multi_turn_long_context_56,True,True,1,1,0,3,VehicleControlAPI,13,10,98004,757,98761,9660,11.65,0,,
reflexion,long_context,multi_turn_long_context_57,True,True,1,1,0,2,VehicleControlAPI|MathAPI,6,4,41515,421,41936,9125,6.04,0,,
reflexion,long_context,multi_turn_long_context_66,False,False,,3,2,4,VehicleControlAPI,42,28,189442,2407,191849,6432,33.02,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_68,True,True,1,1,0,5,TwitterAPI|VehicleControlAPI,18,13,164925,969,165894,11687,15.24,0,,
reflexion,long_context,multi_turn_long_context_77,True,True,1,1,0,3,TwitterAPI|VehicleControlAPI,9,6,66662,560,67222,9092,8.59,0,,
reflexion,long_context,multi_turn_long_context_82,True,True,1,1,0,3,VehicleControlAPI,14,11,92874,1009,93883,8047,14.63,0,,
reflexion,long_context,multi_turn_long_context_90,True,True,1,1,0,4,TwitterAPI|VehicleControlAPI,17,13,122570,3187,125757,11973,37.98,0,,
reflexion,long_context,multi_turn_long_context_91,True,True,1,1,0,2,MessageAPI|VehicleControlAPI,7,5,33392,324,33716,5329,5.52,0,,
reflexion,long_context,multi_turn_long_context_92,False,False,,3,2,5,VehicleControlAPI,56,39,665365,8524,673889,18514,96.48,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_94,True,True,1,1,0,3,VehicleControlAPI,14,11,108137,899,109036,11696,13.81,0,,
reflexion,long_context,multi_turn_long_context_97,False,False,,3,2,6,MessageAPI|VehicleControlAPI,73,53,1025013,10011,1035024,24743,117.69,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
reflexion,long_context,multi_turn_long_context_98,True,True,1,1,0,3,VehicleControlAPI|MathAPI,12,9,102339,658,102997,13289,11.66,0,,
reflexion,miss_func,multi_turn_miss_func_1,False,False,,3,2,5,GorillaFileSystem,42,25,141862,2666,144528,4374,25.01,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
reflexion,miss_func,multi_turn_miss_func_103,False,False,,3,2,6,MessageAPI|TradingBot,43,23,175824,3875,179699,5569,45.49,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
reflexion,miss_func,multi_turn_miss_func_111,False,False,,3,2,5,MessageAPI|TradingBot,38,21,150943,2662,153605,4952,32.28,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_func,multi_turn_miss_func_115,False,False,,3,2,5,TradingBot,44,27,138420,2761,141181,4157,35.89,0,multi_turn:instance_state_mismatch,Model instance for TradingBot does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_117,True,False,3,3,2,7,TradingBot,50,27,167809,3672,171481,4497,45.06,0,,
reflexion,miss_func,multi_turn_miss_func_119,True,True,1,1,0,5,TradingBot|TicketAPI,10,5,40745,614,41359,4545,8.69,0,,
reflexion,miss_func,multi_turn_miss_func_120,False,False,,3,2,5,TradingBot,41,24,128663,2738,131401,4219,34.48,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 3.
reflexion,miss_func,multi_turn_miss_func_122,True,False,2,2,1,6,TradingBot,25,12,79895,2143,82038,4021,27.12,0,,
reflexion,miss_func,multi_turn_miss_func_127,True,True,1,1,0,5,TradingBot,10,5,30641,950,31591,3684,12.39,0,,
reflexion,miss_func,multi_turn_miss_func_139,False,False,,3,2,3,TwitterAPI|TradingBot,28,17,124474,2137,126611,5924,25.24,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 0.
reflexion,miss_func,multi_turn_miss_func_140,False,False,,3,2,5,TradingBot|TicketAPI,32,15,130672,1949,132621,5201,26.65,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_func,multi_turn_miss_func_144,False,False,,3,2,4,TradingBot|MathAPI,23,9,104317,2048,106365,5417,25.61,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_func,multi_turn_miss_func_145,False,False,,3,2,6,MessageAPI|TradingBot,43,23,180250,3428,183678,5206,41.6,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 2.
reflexion,miss_func,multi_turn_miss_func_152,False,False,,3,2,4,TicketAPI|TravelAPI,32,20,151267,3424,154691,5914,38.18,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_func,multi_turn_miss_func_153,True,True,1,1,0,6,TravelAPI,12,6,46741,1402,48143,4789,17.49,0,,
reflexion,miss_func,multi_turn_miss_func_154,True,True,1,1,0,6,MessageAPI|TravelAPI,12,6,55674,1264,56938,5462,15.98,0,,
reflexion,miss_func,multi_turn_miss_func_161,True,True,1,1,0,4,MathAPI|TravelAPI,7,3,37445,739,38184,5803,9.61,0,,
reflexion,miss_func,multi_turn_miss_func_164,False,False,,3,2,5,TravelAPI,38,21,141081,4182,145263,5200,47.01,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 0.
reflexion,miss_func,multi_turn_miss_func_165,True,True,1,1,0,6,TicketAPI|TravelAPI,14,8,67881,1316,69197,5840,16.77,0,,
reflexion,miss_func,multi_turn_miss_func_169,False,False,,3,2,3,MessageAPI|TravelAPI,23,12,95480,2255,97735,5171,26.41,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_func,multi_turn_miss_func_17,True,False,3,3,2,4,MessageAPI|GorillaFileSystem,43,29,190963,2962,193925,5552,35.75,0,,
reflexion,miss_func,multi_turn_miss_func_170,False,False,,3,2,7,TwitterAPI|TravelAPI,52,29,295690,4370,300060,7882,50.79,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_func,multi_turn_miss_func_180,False,False,,3,2,7,TicketAPI|TravelAPI,63,40,392723,10618,403341,8960,107.38,0,multi_turn:instance_state_mismatch,Model instance for TicketAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_186,True,False,3,3,2,7,TwitterAPI|TravelAPI,47,24,270569,5142,275711,7142,56.15,0,,
reflexion,miss_func,multi_turn_miss_func_190,False,False,,3,2,6,TicketAPI|TravelAPI,56,36,300164,5784,305948,7532,64.32,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_194,True,True,1,1,0,7,TravelAPI,14,7,54507,1559,56066,5002,16.67,0,,
reflexion,miss_func,multi_turn_miss_func_197,False,False,,3,2,4,MessageAPI|TravelAPI,40,27,204804,7056,211860,7664,72.57,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_2,False,False,,3,2,6,TicketAPI|GorillaFileSystem,82,62,401414,4618,406032,6712,63.09,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
reflexion,miss_func,multi_turn_miss_func_20,False,False,,3,2,3,TwitterAPI|GorillaFileSystem,90,79,539650,7777,547427,8268,94.14,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 1.
reflexion,miss_func,multi_turn_miss_func_22,False,False,,3,2,5,TwitterAPI|GorillaFileSystem,46,29,229861,2941,232802,6206,38.5,0,multi_turn:instance_state_mismatch,Model instance for TwitterAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_3,False,False,,3,2,3,GorillaFileSystem,40,29,129135,2319,131454,4110,30.74,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_func,multi_turn_miss_func_32,False,False,,3,2,3,GorillaFileSystem|MathAPI,23,12,111516,2232,113748,6062,25.73,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_33,False,False,,3,2,6,MessageAPI|GorillaFileSystem,38,18,158544,1924,160468,5034,26.54,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
reflexion,miss_func,multi_turn_miss_func_34,False,False,,3,2,3,GorillaFileSystem|MathAPI,34,23,188275,10535,198810,14027,99.13,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_37,False,False,,3,2,4,GorillaFileSystem,37,23,130999,4308,135307,5009,47.99,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_4,False,False,,3,2,4,TwitterAPI|GorillaFileSystem,47,33,239653,4444,244097,6602,52.93,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_49,False,False,,3,2,5,GorillaFileSystem|MathAPI,35,18,178648,3244,181892,6489,39.43,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 1.
reflexion,miss_func,multi_turn_miss_func_55,False,False,,3,2,6,TicketAPI|VehicleControlAPI,51,31,251276,4042,255318,6258,50.34,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_func,multi_turn_miss_func_56,False,False,,3,2,4,VehicleControlAPI,44,30,164567,3583,168150,4860,43.48,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 1.
reflexion,miss_func,multi_turn_miss_func_57,True,False,3,3,2,3,VehicleControlAPI|MathAPI,19,8,90553,1617,92170,5713,19.01,0,,
reflexion,miss_func,multi_turn_miss_func_66,False,False,,3,2,5,VehicleControlAPI,57,40,233589,4465,238054,5218,55.56,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_68,False,False,,3,2,6,TwitterAPI|VehicleControlAPI,51,31,267497,3286,270783,6567,42.89,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
reflexion,miss_func,multi_turn_miss_func_77,True,True,1,1,0,4,TwitterAPI|VehicleControlAPI,10,6,49805,822,50627,5503,11.25,0,,
reflexion,miss_func,multi_turn_miss_func_82,True,False,2,2,1,4,VehicleControlAPI,31,22,113887,2091,115978,4483,27.46,0,,
reflexion,miss_func,multi_turn_miss_func_90,False,False,,3,2,5,TwitterAPI|VehicleControlAPI,59,42,321252,4706,325958,6869,60.03,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_91,False,False,,3,2,3,MessageAPI|VehicleControlAPI,25,14,100599,1979,102578,4800,24.57,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_92,False,False,,3,2,6,VehicleControlAPI,52,32,190768,3880,194648,4953,47.5,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_94,False,False,,3,2,4,VehicleControlAPI,48,34,178077,3242,181319,4745,41.58,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_97,False,False,,3,2,7,MessageAPI|VehicleControlAPI,65,42,311032,4496,315528,6203,58.36,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
reflexion,miss_func,multi_turn_miss_func_98,False,False,,3,2,4,VehicleControlAPI|MathAPI,56,42,312334,3835,316169,7036,51.74,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 1.
reflexion,miss_param,multi_turn_miss_param_1,False,False,,3,2,5,GorillaFileSystem,46,29,162023,2580,164603,4427,33.15,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 3.
reflexion,miss_param,multi_turn_miss_param_103,True,True,1,1,0,6,MessageAPI|TradingBot,14,8,55152,752,55904,4639,9.61,0,,
reflexion,miss_param,multi_turn_miss_param_111,True,True,1,1,0,5,MessageAPI|TradingBot,12,7,46377,652,47029,4464,8.4,0,,
reflexion,miss_param,multi_turn_miss_param_115,False,False,,3,2,5,TradingBot,38,21,117228,2351,119579,3886,29.39,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 3
reflexion,miss_param,multi_turn_miss_param_117,False,False,,3,2,7,TradingBot,37,14,114307,1983,116290,4076,25.55,0,multi_turn:instance_state_mismatch,Model instance for TradingBot does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_119,False,False,,3,2,5,TradingBot|TicketAPI,32,15,128466,1806,130272,4715,23.11,0,multi_turn:instance_state_mismatch,Model instance for TicketAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_120,True,True,1,1,0,5,TradingBot,11,6,32771,737,33508,3534,8.83,0,,
reflexion,miss_param,multi_turn_miss_param_122,False,False,,3,2,6,TradingBot,38,18,121099,2529,123628,3951,29.84,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
reflexion,miss_param,multi_turn_miss_param_127,True,True,1,1,0,5,TradingBot,10,5,29733,811,30544,3520,9.79,0,,
reflexion,miss_param,multi_turn_miss_param_139,False,False,,3,2,3,TwitterAPI|TradingBot,23,12,96475,1036,97511,4844,14.31,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 1.
reflexion,miss_param,multi_turn_miss_param_140,False,False,,3,2,5,TradingBot|TicketAPI,32,15,130004,2174,132178,4985,25.89,0,multi_turn:instance_state_mismatch,Model instance for TicketAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_144,False,False,,3,2,4,TradingBot|MathAPI,27,13,124769,2317,127086,5567,26.76,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 2.
reflexion,miss_param,multi_turn_miss_param_145,False,False,,3,2,6,MessageAPI|TradingBot,41,21,167376,2940,170316,5122,35.51,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_152,False,False,,3,2,4,TicketAPI|TravelAPI,28,18,130758,3047,133805,5675,34.9,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
reflexion,miss_param,multi_turn_miss_param_153,False,False,,3,2,6,TravelAPI,36,16,132298,2767,135065,4600,34.04,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
reflexion,miss_param,multi_turn_miss_param_154,True,True,1,1,0,6,MessageAPI|TravelAPI,12,6,54297,1037,55334,5218,12.62,0,,
reflexion,miss_param,multi_turn_miss_param_161,True,True,1,1,0,4,MathAPI|TravelAPI,7,3,36432,529,36961,5584,6.76,0,,
reflexion,miss_param,multi_turn_miss_param_164,True,False,2,2,1,5,TravelAPI,25,14,92385,2382,94767,4658,26.8,0,,
reflexion,miss_param,multi_turn_miss_param_165,False,False,,3,2,6,TicketAPI|TravelAPI,40,20,193762,4592,198354,6491,48.77,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_169,True,False,2,2,1,3,MessageAPI|TravelAPI,17,10,72911,1615,74526,5077,18.9,0,,
reflexion,miss_param,multi_turn_miss_param_17,False,False,,3,2,4,MessageAPI|GorillaFileSystem,38,24,162012,2432,164444,5156,30.78,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 3
reflexion,miss_param,multi_turn_miss_param_170,False,False,,3,2,7,TwitterAPI|TravelAPI,57,34,326281,4589,330870,7477,54.21,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_180,False,False,,3,2,7,TicketAPI|TravelAPI,75,52,478962,10044,489006,11024,108.89,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_186,False,False,,3,2,7,TwitterAPI|TravelAPI,45,22,249652,4259,253911,6747,47.41,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 6
reflexion,miss_param,multi_turn_miss_param_190,False,False,,3,2,6,TicketAPI|TravelAPI,38,18,185155,4050,189205,6279,44.45,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_param,multi_turn_miss_param_194,False,False,,3,2,7,TravelAPI,60,37,284149,8418,292567,6951,87.17,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_197,False,False,,3,2,4,MessageAPI|TravelAPI,39,25,198837,5515,204352,7167,58.37,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_2,False,False,,3,2,6,TicketAPI|GorillaFileSystem,76,56,406097,5548,411645,7213,68.96,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_param,multi_turn_miss_param_20,False,False,,3,2,3,TwitterAPI|GorillaFileSystem,33,22,158103,1916,160019,5571,24.71,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
reflexion,miss_param,multi_turn_miss_param_22,True,True,1,1,0,5,TwitterAPI|GorillaFileSystem,12,7,59413,676,60089,5533,8.82,0,,
reflexion,miss_param,multi_turn_miss_param_3,False,False,,3,2,3,GorillaFileSystem,69,59,332938,8159,341097,7733,90.06,1,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
reflexion,miss_param,multi_turn_miss_param_32,False,False,,3,2,3,GorillaFileSystem|MathAPI,23,12,110172,1255,111427,5544,16.51,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_33,False,False,,3,2,6,MessageAPI|GorillaFileSystem,39,19,164364,1742,166106,5064,24.05,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_34,False,False,,3,2,3,GorillaFileSystem|MathAPI,23,12,113401,1862,115263,5869,22.15,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
reflexion,miss_param,multi_turn_miss_param_37,False,False,,3,2,4,GorillaFileSystem,35,21,124575,3375,127950,4570,37.63,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
reflexion,miss_param,multi_turn_miss_param_4,False,False,,3,2,4,TwitterAPI|GorillaFileSystem,33,19,161189,2460,163649,5863,29.02,0,multi_turn:instance_state_mismatch,Model instance for TwitterAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_49,False,False,,3,2,5,GorillaFileSystem|MathAPI,33,16,172882,2389,175271,6047,28.34,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 4.
reflexion,miss_param,multi_turn_miss_param_55,True,True,1,1,0,6,TicketAPI|VehicleControlAPI,17,11,83364,1342,84706,5910,16.02,0,,
reflexion,miss_param,multi_turn_miss_param_56,True,True,1,1,0,4,VehicleControlAPI,14,10,48014,854,48868,3988,10.79,0,,
reflexion,miss_param,multi_turn_miss_param_57,True,True,1,1,0,3,VehicleControlAPI|MathAPI,7,4,34819,373,35192,5233,4.78,0,,
reflexion,miss_param,multi_turn_miss_param_66,False,False,,3,2,5,VehicleControlAPI,45,28,166483,2796,169279,4731,33.82,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_68,False,False,,3,2,6,TwitterAPI|VehicleControlAPI,60,40,322130,3523,325653,6585,43.66,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 5
reflexion,miss_param,multi_turn_miss_param_77,True,True,1,1,0,4,TwitterAPI|VehicleControlAPI,10,6,48324,586,48910,5260,7.35,0,,
reflexion,miss_param,multi_turn_miss_param_82,True,True,1,1,0,4,VehicleControlAPI,16,12,59100,1011,60111,4354,12.49,0,,
reflexion,miss_param,multi_turn_miss_param_90,False,False,,3,2,5,TwitterAPI|VehicleControlAPI,55,38,296065,4040,300105,6553,48.6,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
reflexion,miss_param,multi_turn_miss_param_91,False,False,,3,2,3,MessageAPI|VehicleControlAPI,31,20,126273,1639,127912,4815,20.64,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 0.
reflexion,miss_param,multi_turn_miss_param_92,False,False,,3,2,6,VehicleControlAPI,45,25,157170,2631,159801,4368,32.74,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
